ï»¿ts,code,carno,msgtype,lat,lon,type,desc,gps,event_lon,event_lat,equipmenttype,message,messageDate,
"1603697650987","OBU","v2x","f73680a5","31.273968","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:34",
"1603697653929","OBU","v2x","15288a95","31.273964","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:34",
"1603697657284","OBU","v2x","f182bda7","31.273964","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:34",
"1603697661014","OBU","v2x","a809d64a","31.273972","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:34",
"1603697666809","OBU","v2x","e380036b","31.273977","121.16246","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:34",
"1603697670293","OBU","v2x","ac525ac6","31.273977","121.16247","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:34",
"1603697672640","OBU","v2x","c3ec15e1","31.273977","121.16247","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:34",
"1674873502","f77db500","f77db500","v2x","31.279203","121.16882","21001","4,12","2","0","0","1","消息验签失败","10-26 15:34",
"1603697676283","OBU","v2x","2ae42c16","31.273973","121.16247","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:34",
"1603697682152","OBU","v2x","de12b4a1","31.273964","121.16247","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:34",
"1603697688660","OBU","v2x","25974325","31.273962","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:34",
"1674898803","37b3d727","37b3d727","v2x","31.279305","121.16891","21001","3,29","1","0","0","1","必选数据未填充","10-26 15:35",
"1603697705430","OBU","v2x","4d6db656","31.273968","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:35",
"1603697711036","OBU","v2x","b969d41b","31.273972","121.1625","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:35",
"1603697713402","OBU","v2x","2c92142c","31.273973","121.1625","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:35",
"1603697714711","OBU","v2x","95f8dd3d","31.273973","121.1625","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:35",
"1674924064","806490","806490","v2x","31.280584","121.169785","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:35",
"1603697731142","OBU","v2x","a809d64a","31.273985","121.1625","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:35",
"1603697731859","OBU","v2x","15288a95","31.273985","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:35",
"1674931525","106590","106590","v2x","31.279564","121.1686","21001","4,12","2","0","0","1","消息验签失败","10-26 15:35",
"1603697747452","OBU","v2x","ca4b18f4","31.273977","121.16247","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:35",
"1603697758759","OBU","v2x","935ff7f2","31.273985","121.16247","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:35",
"1603697783636","OBU","v2x","f182bda7","31.273996","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:36",
"1603697790906","OBU","v2x","b969d41b","31.27399","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:36",
"1603697795855","OBU","v2x","e380036b","31.273981","121.16247","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:36",
"1603697800691","OBU","v2x","ff7b1f9f","31.273972","121.16246","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:36",
"1603697816805","OBU","v2x","e6e05fa","31.273962","121.16243","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:36",
"1603697818263","OBU","v2x","2ae42c16","31.273968","121.162445","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:36",
"1603697823510","OBU","v2x","3040a41f","31.273968","121.162445","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:37",
"1603697832307","OBU","v2x","de12b4a1","31.273973","121.16246","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:37",
"1603697837684","OBU","v2x","25974325","31.273987","121.16247","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:37",
"1603697843410","OBU","v2x","15288a95","31.273994","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:37",
"1675056886","806490","806490","v2x","31.280582","121.169785","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:37",
"1603697859165","OBU","v2x","ac525ac6","31.274","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:37",
"1603697861448","OBU","v2x","c3ec15e1","31.274004","121.1625","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:37",
"1603697863611","OBU","v2x","935ff7f2","31.274","121.1625","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:37",
"1675084228","106590","106590","v2x","31.279581","121.16838","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:38",
"1675107325","106590","106590","v2x","31.279581","121.16838","21001","4,12","2","0","0","1","消息验签失败","10-26 15:38",
"1675133511","f77db500","f77db500","v2x","31.280401","121.16554","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 15:38",
"1675136502","f77db500","f77db500","v2x","31.280397","121.16549","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:38",
"1675151921","f77db500","f77db500","v2x","31.279413","121.16911","21001","4,12","2","0","0","1","消息验签失败","10-26 15:39",
"1603697960320","OBU","v2x","ba66947b","31.274023","121.162506","31.272123","121.16708","1","2","3","2","21002","3,18,21","消息验签失败,车辆类型错误,车辆挡位异常","10-26 15:39",
"1603697960502","OBU","v2x","e6e05fa","31.274023","121.162506","0","0","1","2","3","2","21002","24","证书链错误","10-26 15:39",
"1603697963597","OBU","v2x","1","31.274023","121.162506","31.259657","121.18181","1","1","3","1","21002","24","证书链错误","10-26 15:39",
"1603697964352","OBU","v2x","e380036b","31.274023","121.162506","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:39",
"1675163566","106590","106590","v2x","31.279728","121.16837","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 15:39",
"1675165878","106590","106590","v2x","31.279737","121.168365","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:39",
"1603697971086","OBU","v2x","f85d59b4","31.27402","121.162506","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:39",
"1675208224","37b3d727","37b3d727","v2x","31.280582","121.16968","21001","4,12","1","0","0","1","消息验签失败","10-26 15:40",
"1603698028706","OBU","v2x","2ae42c16","31.273954","121.16248","0","0","1","2","3","2","21002","24","证书链错误","10-26 15:40",
"1603698032260","OBU","v2x","1","31.273954","121.16248","31.259657","121.18181","1","1","3","1","21002","24","证书链错误","10-26 15:40",
"1603698032917","OBU","v2x","4d6db656","31.273954","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:40",
"1675233715","806490","806490","v2x","31.280582","121.169785","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 15:40",
"1675235055","106590","106590","v2x","31.280228","121.16827","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 15:40",
"1603698039529","OBU","v2x","ac525ac6","31.273954","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:40",
"1675239955","106590","106590","v2x","31.280233","121.16827","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:40",
"1603698046047","OBU","v2x","2c92142c","31.273954","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:40",
"1675249632","f77db500","f77db500","v2x","31.279373","121.16908","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 15:40",
"1603698052447","OBU","v2x","c3ec15e1","31.273954","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:40",
"1603698056408","OBU","v2x","e380036b","31.273954","121.16247","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:40",
"1603698060690","OBU","v2x","ff7b1f9f","31.273954","121.16247","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:41",
"1675263597","37b3d727","37b3d727","v2x","31.280582","121.16968","21001","2,9","1","0","0","1","安全层报文解码失败","10-26 15:41",
"1603698066046","OBU","v2x","f182bda7","31.273952","121.16247","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:41",
"1603698068771","OBU","v2x","f73680a5","31.273952","121.16246","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:41",
"1603698074955","OBU","v2x","b969d41b","31.273954","121.16246","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:41",
"1603698079623","OBU","v2x","25974325","31.273958","121.16246","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:41",
"1675279151","37b3d727","37b3d727","v2x","31.280582","121.16968","21001","3,29","1","0","0","1","必选数据未填充","10-26 15:41",
"1603698080893","OBU","v2x","de12b4a1","31.273962","121.16246","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:41",
"1603698082768","OBU","v2x","935ff7f2","31.273962","121.16246","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:41",
"1603698087360","OBU","v2x","e6e05fa","31.273964","121.16246","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:41",
"1603698105956","OBU","v2x","ca4b18f4","31.273968","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:41",
"1603698112189","OBU","v2x","2c92142c","31.273968","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:41",
"1603698134617","OBU","v2x","f85d59b4","31.273973","121.162506","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:42",
"1603698137071","OBU","v2x","3040a41f","31.273973","121.162506","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:42",
"1675335723","f77db500","f77db500","v2x","31.279894","121.16831","21001","2,17","2","0","0","1","消息已过期","10-26 15:42",
"1603698139309","OBU","v2x","15288a95","31.273973","121.162506","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:42",
"1675348931","806490","806490","v2x","31.280582","121.169785","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:42",
"1603698151334","OBU","v2x","e380036b","31.273973","121.1625","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:42",
"1603698155873","OBU","v2x","de12b4a1","31.273973","121.162506","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:42",
"1603698167136","OBU","v2x","ff7b1f9f","31.273977","121.162506","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:42",
"1603698173815","OBU","v2x","b969d41b","31.273985","121.1625","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:42",
"1603698191895","OBU","v2x","95f8dd3d","31.273977","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:43",
"1603698194260","OBU","v2x","4d6db656","31.273977","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:43",
"1603698198141","OBU","v2x","a809d64a","31.273973","121.16248","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:43",
"1603698210245","OBU","v2x","c3ec15e1","31.273973","121.1625","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:43",
"1603698219086","OBU","v2x","935ff7f2","31.273981","121.1625","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:43",
"1603698223732","OBU","v2x","25974325","31.27399","121.162506","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:43",
"1675423818","f77db500","f77db500","v2x","31.278973","121.16867","21001","4,12","2","0","0","1","消息验签失败","10-26 15:43",
"1603698228255","OBU","v2x","e6e05fa","31.274004","121.162506","0","0","1","1","3","2","21002","24","证书链错误","10-26 15:43",
"1603698239870","OBU","v2x","ca4b18f4","31.273973","121.162506","0","0","1","2","3","2","21002","24","证书链错误","10-26 15:44",
"1603698244670","OBU","v2x","de12b4a1","31.273968","121.162506","0","0","1","2","3","2","21002","24","证书链错误","10-26 15:44",
"1675480826","f77db500","f77db500","v2x","31.27314","121.164444","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:44",
"1603698291257","OBU","v2x","4d6db656","31.273954","121.162506","0","0","1","2","3","2","21002","24","证书链错误","10-26 15:44",
"1603698297801","OBU","v2x","2ae42c16","31.273954","121.162506","0","0","1","2","3","2","21002","24","证书链错误","10-26 15:44",
"1675499969","f77db500","f77db500","v2x","31.273417","121.16499","21001","2,17","2","0","0","1","消息已过期","10-26 15:45",
"1603698301658","RSU","v2x","ba66947b","31.27409","121.1626","31.272093","121.16709","1","2","2","2","21002","3,18,21","消息验签失败,车辆类型错误,车辆挡位异常","10-26 15:45",
"1603698301840","RSU","v2x","e6e05fa","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698306309","RSU","v2x","1","31.27409","121.1626","31.259657","121.18181","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698306724","RSU","v2x","b969d41b","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698311662","RSU","v2x","f73680a5","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698316453","RSU","v2x","25974325","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698321197","RSU","v2x","c3ec15e1","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698325901","RSU","v2x","3040a41f","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698331099","RSU","v2x","ca4b18f4","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698332294","RSU","v2x","95f8dd3d","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698333039","RSU","v2x","f182bda7","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698337816","RSU","v2x","4d6db656","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698343346","RSU","v2x","2c92142c","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698345163","RSU","v2x","ac525ac6","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698347333","RSU","v2x","de12b4a1","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698353441","RSU","v2x","15288a95","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1603698356942","RSU","v2x","935ff7f2","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:45",
"1675561731","6590","6590","v2x","31.279667","121.16933","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 15:46",
"1603698366306","RSU","v2x","f85d59b4","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:46",
"1603698366909","RSU","v2x","9aebc1d5","31.27409","121.1626","31.272167","121.16754","1","2","2","2","21002","10,11,12,18","车辆类型错误","10-26 15:46",
"1603698369389","RSU","v2x","5157d6df","31.27409","121.1626","31.272196","121.1675","1","2","2","2","21002","10,11,12,18","车辆类型错误","10-26 15:46",
"1603698369789","RSU","v2x","e6e05fa","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:46",
"1603698371578","RSU","v2x","d5438fc2","31.27409","121.1626","31.272669","121.16687","1","2","2","2","21002","10,11,12,18","车辆类型错误","10-26 15:46",
"1603698374692","RSU","v2x","fa15668f","31.27409","121.1626","31.272703","121.166824","1","2","2","2","21002","10,11,12,18","车辆类型错误","10-26 15:46",
"1603698406664","RSU","v2x","95f8dd3d","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:46",
"1603698410153","RSU","v2x","ca4b18f4","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:46",
"1603698415070","RSU","v2x","a809d64a","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:46",
"1603698416790","RSU","v2x","de12b4a1","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:46",
"1603698418765","RSU","v2x","b969d41b","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:46",
"1603698441753","RSU","v2x","f85d59b4","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:47",
"1603698445955","RSU","v2x","c3ec15e1","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:47",
"1603698448560","RSU","v2x","4d6db656","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:47",
"1603698455411","RSU","v2x","3c1fafcc","31.27409","121.1626","31.272102","121.1677","1","2","2","2","21002","10,11,12,18","车辆类型错误","10-26 15:47",
"1603698460117","RSU","v2x","2ae42c16","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:47",
"1603698462836","RSU","v2x","ac525ac6","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:47",
"1603698473075","RSU","v2x","2c92142c","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:47",
"1603698475968","RSU","v2x","935ff7f2","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:47",
"1603698483417","RSU","v2x","b1954816","31.27409","121.1626","31.271858","121.16845","1","2","2","2","21002","10,11,12,21,22","车辆挡位异常,纵向加速度异常，横摆角速度异常","10-26 15:48",
"1675682317","f77db500","f77db500","v2x","31.279966","121.168304","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:48",
"1603698495232","RSU","v2x","e6e05fa","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:48",
"1603698498958","RSU","v2x","a809d64a","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:48",
"1603698504956","RSU","v2x","ff7b1f9f","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:48",
"1603698512811","RSU","v2x","95f8dd3d","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:48",
"1603698518621","RSU","v2x","3040a41f","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:48",
"1603698519497","RSU","v2x","36e24ff3","31.27409","121.1626","31.271854","121.168434","1","2","2","2","21002","10,11,12,18,21,22","车辆类型错误,车辆挡位异常,纵向加速度异常，横摆角速度异常","10-26 15:48",
"1603698524144","RSU","v2x","e380036b","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:48",
"1603698525461","RSU","v2x","f182bda7","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:48",
"1675724468","6590","6590","v2x","31.279669","121.16932","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 15:48",
"1603698544840","RSU","v2x","f73680a5","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:49",
"1675767015","f77db500","f77db500","v2x","31.28054","121.1686","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:49",
"1603698574932","RSU","v2x","f85d59b4","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:49",
"1603698578636","RSU","v2x","935ff7f2","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:49",
"1603698585602","RSU","v2x","ca4b18f4","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:49",
"1603698593638","RSU","v2x","25974325","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:49",
"1603698604614","RSU","v2x","ac525ac6","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:50",
"1603698606055","RSU","v2x","f182bda7","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:50",
"1603698612830","RSU","v2x","2ae42c16","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:50",
"1603698619359","RSU","v2x","b969d41b","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:50",
"1603698621833","RSU","v2x","3040a41f","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:50",
"1603698625990","RSU","v2x","de12b4a1","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:50",
"1603698632352","RSU","v2x","e380036b","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:50",
"1603698633096","RSU","v2x","2c92142c","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:50",
"1603698638851","RSU","v2x","95f8dd3d","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:50",
"1675835106","6590","6590","v2x","31.279669","121.16932","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:50",
"1603698646436","RSU","v2x","ff7b1f9f","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:50",
"1603698667558","RSU","v2x","ac525ac6","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:51",
"1603698670637","RSU","v2x","c3ec15e1","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:51",
"1603698677411","RSU","v2x","f182bda7","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:51",
"1603698679860","RSU","v2x","935ff7f2","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:51",
"1603698683879","RSU","v2x","15288a95","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:51",
"1603698704686","RSU","v2x","2c92142c","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:51",
"1603698707096","RSU","v2x","f73680a5","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:51",
"1603698717767","RSU","v2x","a809d64a","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:51",
"1603698724760","RSU","v2x","25974325","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:52",
"1603698731836","RSU","v2x","ff7b1f9f","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:52",
"1675934402","106590","106590","v2x","31.280499","121.1695","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:52",
"1603698740838","RSU","v2x","e6e05fa","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:52",
"1603698745555","RSU","v2x","4d6db656","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:52",
"1675947212","106590","106590","v2x","31.2805","121.1695","21001","4,12","2","0","0","1","消息验签失败","10-26 15:52",
"1675950031","f77db500","f77db500","v2x","31.280577","121.169556","21001","2,17","2","0","0","1","消息已过期","10-26 15:52",
"1675950213","106590","106590","v2x","31.2805","121.1695","21001","2,17","2","0","0","1","消息已过期","10-26 15:52",
"1675817665","37b3d727","37b3d727","v2x","31.280582","121.16968","21001","2,16","1","0","0","1","消息时间过早","10-26 15:52",
"1603698765889","RSU","v2x","f85d59b4","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:52",
"1603698767831","RSU","v2x","e380036b","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:52",
"1603698773341","RSU","v2x","c3ec15e1","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:52",
"1603698779556","RSU","v2x","935ff7f2","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:52",
"1603698786548","RSU","v2x","15288a95","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:53",
"1603698791274","RSU","v2x","a809d64a","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:53",
"1603698793621","RSU","v2x","ca4b18f4","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:53",
"1603698799070","RSU","v2x","2ae42c16","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:53",
"1603698806396","RSU","v2x","3040a41f","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:53",
"1603698807166","RSU","v2x","e6e05fa","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:53",
"1603698821560","RSU","v2x","f182bda7","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:53",
"1603698835340","RSU","v2x","ff7b1f9f","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:53",
"1603698840289","RSU","v2x","ac525ac6","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:54",
"1603698845117","RSU","v2x","95f8dd3d","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:54",
"1676049600","57e0b5dc","57e0b5dc","v2x","31.26281","121.194214","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:54",
"1603698852451","RSU","v2x","e380036b","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:54",
"1603698855910","RSU","v2x","4d6db656","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:54",
"1676055067","f77db500","f77db500","v2x","31.26242","121.193665","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:54",
"1603698872137","RSU","v2x","b969d41b","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:54",
"1676092419","f77db500","f77db500","v2x","31.274513","121.188896","21001","4,12","2","0","0","1","消息验签失败","10-26 15:54",
"1676102809","106590","106590","v2x","31.279009","121.180244","21001","2,9","2","0","0","1","安全层报文解码失败","10-26 15:55",
"1676104116","106590","106590","v2x","31.278889","121.180305","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:55",
"1603698908910","RSU","v2x","2c92142c","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:55",
"1603698915918","RSU","v2x","95f8dd3d","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:55",
"1603698922454","RSU","v2x","f73680a5","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:55",
"1603698925332","RSU","v2x","15288a95","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:55",
"1603698945800","RSU","v2x","25974325","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:55",
"1603698949742","RSU","v2x","de12b4a1","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:55",
"1676148506","42d86317","42d86317","v2x","31.257223","121.1821","21001","3,29","2","0","0","1","必选数据未填充","10-26 15:55",
"1603698956213","RSU","v2x","c3ec15e1","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:55",
"1603698959043","RSU","v2x","935ff7f2","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:55",
"1603698967350","RSU","v2x","a809d64a","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:56",
"1603698969685","RSU","v2x","e6e05fa","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:56",
"1603698971428","RSU","v2x","2c92142c","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:56",
"1676173341","106590","106590","v2x","31.274511","121.18605","21001","3,33","2","0","0","1","证书链错误","10-26 15:56",
"1603698984690","RSU","v2x","ca4b18f4","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:56",
"1603698991463","RSU","v2x","f85d59b4","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:56",
"1603698992802","RSU","v2x","15288a95","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:56",
"1603698998224","RSU","v2x","ac525ac6","31.27409","121.1626","0","0","1","2","2","2","21002","24","证书链错误","10-26 15:56",
"1676213708","7ebde26d","7ebde26d","v2x","31.274504","121.18938","21001","3,33","2","0","0","1","证书链错误","10-26 15:56",
"1676216840","f77db500","f77db500","v2x","31.280577","121.169556","21001","2,17","2","0","0","1","消息已过期","10-26 15:56",
